,title,name,catogery,size,region,price,second_feature,third_feature,other
1467,康平小区 1室1厅 2500元,康平小区,1室1厅,49平米,彭浦租房,2500,低楼层(共14层),2008年建板楼,2008年建板楼
1468,鎏园 2室2厅 4500元,鎏园,2室2厅,109平米,淞南租房,4500,中楼层(共8层),低楼层(共12层),低楼层(共12层)
1469,保利西子湾 2室2厅 3800元,保利西子湾,2室2厅,104平米,松江大学城租房,3800,中楼层(共14层),2012年建板楼,2012年建板楼
1500,仁恒河滨城 3室2厅 19000元,仁恒河滨城,3室2厅,150平米,联洋租房,19000,低楼层(共26层),低楼层(共26层),低楼层(共26层)
1501,新虹桥首府(公寓) 1室1厅 4500元,新虹桥首府(公寓),1室1厅,67平米,九亭租房,4500,高楼层(共19层),2007年建板楼,2007年建板楼
1502,世茂滨江花园 2室2厅 20500元,世茂滨江花园,2室2厅,160平米,陆家嘴租房,20500,高楼层(共53层),高楼层(共19层),高楼层(共19层)
1503,紫阳花苑 2室1厅 3200元,紫阳花苑,2室1厅,59平米,华泾租房,3200,高楼层(共6层),2011年建塔楼,2011年建塔楼
1504,仁恒滨江园 3室2厅 20000元,仁恒滨江园,3室2厅,130平米,陆家嘴租房,20000,中楼层(共26层),高楼层(共53层),高楼层(共53层)
1505,金塔新村 3室1厅 3500元,金塔新村,3室1厅,72平米,颛桥租房,3500,中楼层(共6层),板楼,板楼
1506,桃园新城中虹佳园 2室1厅 2800元,桃园新城中虹佳园,2室1厅,71平米,周浦租房,2800,高楼层(共6层),高楼层(共6层),高楼层(共6层)
1507,银丰苑 3室1厅 3800元,银丰苑,3室1厅,129平米,曹路租房,3800,低楼层(共6层),1996年建板楼,1996年建板楼
1508,庆华新村 2室1厅 2200元,庆华新村,2室1厅,47平米,夏阳租房,2200,中楼层(共5层),中楼层(共26层),中楼层(共26层)
1509,金色碧云 3室2厅 10000元,金色碧云,3室2厅,122平米,碧云租房,10000,中楼层(共6层),2001年建板楼,2001年建板楼
1510,瑞达苑 2室2厅 7000元,瑞达苑,2室2厅,80平米,花木租房,7000,中楼层(共6层),中楼层(共6层),中楼层(共6层)
1511,翔殷路491弄 2室0厅 4600元,翔殷路491弄,2室0厅,48平米,黄兴公园租房,4600,中楼层(共6层),1993年建板楼,1993年建板楼
1512,桃林小区 3室2厅 8800元,桃林小区,3室2厅,116平米,源深租房,8800,中楼层(共18层),高楼层(共6层),高楼层(共6层)
1513,民主街32弄 1室0厅 2600元,民主街32弄,1室0厅,32平米,南翔租房,2600,中楼层(共6层),2007年建板楼,2007年建板楼
1514,汇成五村 2室1厅 4000元,汇成五村,2室1厅,52平米,上海南站租房,4000,高楼层(共6层),低楼层(共6层),低楼层(共6层)
1515,维罗纳贵都 1室1厅 2700元,维罗纳贵都,1室1厅,32平米,松江老城租房,2700,高楼层(共6层),2007年建板楼,2007年建板楼
1516,圣骊河滨苑 3室2厅 8000元,圣骊河滨苑,3室2厅,131平米,东外滩租房,8000,高楼层(共24层),中楼层(共5层),中楼层(共5层)
1517,御上海 3室2厅 5000元,御上海,3室2厅,64平米,松江大学城租房,5000,高楼层(共18层),1983年建板楼,1983年建板楼
1518,繁荣昌盛 1室1厅 6500元,繁荣昌盛,1室1厅,60平米,潍坊租房,6500,低楼层(共26层),中楼层(共6层),中楼层(共6层)
1519,静安晶华园 1室2厅 10800元,静安晶华园,1室2厅,59平米,江宁路租房,10800,中楼层(共31层),2005年建板楼,2005年建板楼
1520,香逸湾 3室2厅 5500元,香逸湾,3室2厅,88平米,杨行租房,5500,中楼层(共12层),中楼层(共6层),中楼层(共6层)
1521,宏明雅舍 3室1厅 7000元,宏明雅舍,3室1厅,103平米,静安新城租房,7000,中楼层(共6层),1995年建板楼,1995年建板楼
1522,春申景城湖滨晨韵 2室2厅 5500元,春申景城湖滨晨韵,2室2厅,84平米,春申租房,5500,中楼层(共17层),中楼层(共6层),中楼层(共6层)
1523,新德四村 1室1厅 2500元,新德四村,1室1厅,37平米,川沙租房,2500,高楼层(共6层),1995年建板楼,1995年建板楼
1524,振安广场 3室2厅 15000元,振安广场,3室2厅,157平米,南京西路租房,15000,中楼层(共23层),中楼层(共18层),中楼层(共18层)
1525,施湾家园 1室1厅 2000元,施湾家园,1室1厅,57平米,川沙租房,2000,中楼层(共6层),1999年建板楼,1999年建板楼
1526,沿海丽水馨庭(公寓) 3室2厅 4200元,沿海丽水馨庭(公寓),3室2厅,86平米,莘闵别墅租房,4200,中楼层(共17层),中楼层(共6层),中楼层(共6层)
1527,莲花新村 2室1厅 4500元,莲花新村,2室1厅,63平米,春申租房,4500,低楼层(共6层),1983年建板楼,1983年建板楼
1528,艾格美国际公寓 1室1厅 15500元,艾格美国际公寓,1室1厅,67平米,南京西路租房,15500,低楼层(共33层),高楼层(共6层),高楼层(共6层)
1529,陆家嘴国际华城 3室2厅 17000元,陆家嘴国际华城,3室2厅,167平米,源深租房,17000,中楼层(共35层),1994年建板楼,1994年建板楼
1560,天际花园 3室2厅 15500元,天际花园,3室2厅,151平米,徐家汇租房,15500,高楼层(共30层),高楼层(共30层),高楼层(共30层)
1561,报春一村 1室1厅 3200元,报春一村,1室1厅,47平米,莘庄租房,3200,高楼层(共6层),2001年建板楼,2001年建板楼
1562,珠江新城 2室2厅 4500元,珠江新城,2室2厅,102平米,松江新城租房,4500,高楼层(共18层),高楼层(共6层),高楼层(共6层)
1563,秀苑小区 1室1厅 4200元,秀苑小区,1室1厅,57平米,凉城租房,4200,中楼层(共6层),1994年建板楼,1994年建板楼
1564,雍华府(公寓) 2室2厅 4000元,雍华府(公寓),2室2厅,74平米,颛桥租房,4000,中楼层(共8层),高楼层(共18层),高楼层(共18层)
1565,东方城市花园(二期) 2室2厅 12000元,东方城市花园(二期),2室2厅,118平米,塘桥租房,12000,低楼层(共14层),2005年建板楼,2005年建板楼
1566,上海康城 2室2厅 4600元,上海康城,2室2厅,100平米,莘庄租房,4600,高楼层(共17层),中楼层(共6层),中楼层(共6层)
1567,城中花园 3室2厅 6800元,城中花园,3室2厅,153平米,康桥租房,6800,低楼层(共16层),1996年建板楼,1996年建板楼
1568,星辰园(公寓) 1室2厅 3500元,星辰园(公寓),1室2厅,65平米,松江大学城租房,3500,低楼层(共18层),中楼层(共8层),中楼层(共8层)
1569,上海康城 3室2厅 5500元,上海康城,3室2厅,140平米,莘庄租房,5500,低楼层(共18层),2011年建板楼,2011年建板楼
1570,普雄馨苑 1室1厅 5300元,普雄馨苑,1室1厅,32平米,武宁租房,5300,高楼层(共6层),低楼层(共14层),低楼层(共14层)
1571,江临天下 3室2厅 23000元,江临天下,3室2厅,136平米,陆家嘴租房,23000,高楼层(共35层),2005年建板楼,2005年建板楼
1572,万业紫辰苑 2室2厅 4400元,万业紫辰苑,2室2厅,93平米,杨行租房,4400,中楼层(共12层),高楼层(共17层),高楼层(共17层)
1573,上海大花园 2室2厅 8000元,上海大花园,2室2厅,109平米,周家嘴路租房,8000,低楼层(共15层),2008年建板楼,2008年建板楼
1574,鸿宝二村 1室1厅 1500元,鸿宝二村,1室1厅,41平米,西渡租房,1500,中楼层(共6层),低楼层(共16层),低楼层(共16层)
1575,园南三村 1室1厅 3100元,园南三村,1室1厅,44平米,植物园租房,3100,高楼层(共6层),2006年建板楼,2006年建板楼
1576,齐爱佳苑 1室1厅 3600元,齐爱佳苑,1室1厅,50平米,唐镇租房,3600,中楼层(共6层),低楼层(共18层),低楼层(共18层)
1577,淞南四村 2室1厅 3800元,淞南四村,2室1厅,53平米,淞南租房,3800,高楼层(共6层),2005年建板楼,2005年建板楼
1578,四和花园 2室1厅 7000元,四和花园,2室1厅,36平米,曹家渡租房,7000,低楼层(共6层),低楼层(共18层),低楼层(共18层)
1579,康平小区 1室1厅 2600元,康平小区,1室1厅,32平米,彭浦租房,2600,高楼层(共6层),2005年建板楼,2005年建板楼
1580,金桥酒店公寓 1室1厅 4600元,金桥酒店公寓,1室1厅,65平米,碧云租房,4600,中楼层(共19层),高楼层(共6层),高楼层(共6层)
1581,棕榈滩海景城 1室1厅 1200元,棕榈滩海景城,1室1厅,80平米,海湾租房,1200,低楼层(共18层),1991年建板楼,1991年建板楼
1582,金羽名庭 3室2厅 11000元,金羽名庭,3室2厅,127平米,洋泾租房,11000,中楼层(共24层),高楼层(共35层),高楼层(共35层)
1583,东五小区(浦东) 2室1厅 4200元,东五小区(浦东),2室1厅,66平米,金桥租房,4200,高楼层(共6层),2002年建板楼,2002年建板楼
1584,新时代景庭 3室2厅 10500元,新时代景庭,3室2厅,132平米,古美租房,10500,中楼层(共14层),中楼层(共12层),中楼层(共12层)
1585,中邦城市 3室2厅 6500元,中邦城市,3室2厅,132平米,康桥租房,6500,中楼层(共16层),2010年建板楼,2010年建板楼
1586,王家堂小区 1室1厅 3500元,王家堂小区,1室1厅,42平米,徐家汇租房,3500,高楼层(共6层),低楼层(共15层),低楼层(共15层)
1587,解放新村 3室1厅 1800元,解放新村,3室1厅,59平米,南桥租房,1800,高楼层(共5层),2001年建板楼,2001年建板楼
1588,培花七村 2室1厅 5000元,培花七村,2室1厅,79平米,北蔡租房,5000,高楼层(共6层),中楼层(共6层),中楼层(共6层)
1589,玉兰花苑 2室2厅 9800元,玉兰花苑,2室2厅,108平米,徐家汇租房,9800,中楼层(共25层),1995年建板楼,1995年建板楼
1620,莲花公寓(普陀) 2室1厅 4000元,莲花公寓(普陀),2室1厅,66平米,桃浦租房,4000,中楼层(共6层),中楼层(共6层),中楼层(共6层)
1621,仙城小区 2室1厅 7800元,仙城小区,2室1厅,58平米,仙霞租房,7800,高楼层(共6层),1998年建板楼,1998年建板楼
1622,贝尚湾(公寓) 3室2厅 8000元,贝尚湾(公寓),3室2厅,119平米,九亭租房,8000,中楼层(共15层),高楼层(共6层),高楼层(共6层)
1623,名都城(公寓) 3室2厅 17000元,名都城(公寓),3室2厅,157平米,金虹桥租房,17000,中楼层(共16层),1994年建板楼,1994年建板楼
1624,汇龙新城 3室2厅 18800元,汇龙新城,3室2厅,145平米,五里桥租房,18800,中楼层(共33层),中楼层(共15层),中楼层(共15层)
1625,金都雅苑(公寓) 2室2厅 1700元,金都雅苑(公寓),2室2厅,85平米,西渡租房,1700,低楼层(共6层),2008年建板楼,2008年建板楼
1626,新凤城 1室2厅 6500元,新凤城,1室2厅,61平米,控江路租房,6500,高楼层(共20层),中楼层(共16层),中楼层(共16层)
1627,泰德花苑 2室2厅 10000元,泰德花苑,2室2厅,111平米,徐家汇租房,10000,中楼层(共32层),1999年建塔楼,1999年建塔楼
1628,华光花园 3室2厅 10000元,华光花园,3室2厅,138平米,金虹桥租房,10000,中楼层(共14层),中楼层(共33层),中楼层(共33层)
1629,瑞和苑 2室2厅 3200元,瑞和苑,2室2厅,75平米,周浦租房,3200,高楼层(共14层),2002年建板楼,2002年建板楼
1630,南江苑 2室2厅 4800元,南江苑,2室2厅,73平米,三林租房,4800,低楼层(共6层),低楼层(共6层),低楼层(共6层)
1631,御翠豪庭 2室2厅 22000元,御翠豪庭,2室2厅,112平米,古北租房,22000,高楼层(共32层),2005年建板楼,2005年建板楼
1632,尊园 2室2厅 13500元,尊园,2室2厅,114平米,徐家汇租房,13500,低楼层(共31层),高楼层(共20层),高楼层(共20层)
1633,裕德大厦 2室1厅 8000元,裕德大厦,2室1厅,89平米,徐家汇租房,8000,低楼层(共24层),2005年建板楼,2005年建板楼
1634,仁恒滨江园 3室2厅 22000元,仁恒滨江园,3室2厅,130平米,陆家嘴租房,22000,高楼层(共26层),中楼层(共32层),中楼层(共32层)
1635,仁恒滨江园 3室2厅 23000元,仁恒滨江园,3室2厅,170平米,陆家嘴租房,23000,高楼层(共31层),1999年建塔楼,1999年建塔楼
1636,盛大金磐 3室2厅 30000元,盛大金磐,3室2厅,194平米,陆家嘴租房,30000,中楼层(共43层),中楼层(共14层),中楼层(共14层)
1637,阳城贵都 3室2厅 9000元,阳城贵都,3室2厅,107平米,阳城租房,9000,中楼层(共11层),1997年建板楼,1997年建板楼
1638,云帆佳苑 1室1厅 1400元,云帆佳苑,1室1厅,59平米,泥城镇租房,1400,中楼层(共6层),高楼层(共14层),高楼层(共14层)
1639,地杰国际城E欧泊时光 3室2厅 9800元,地杰国际城E欧泊时光,3室2厅,147平米,御桥租房,9800,中楼层(共18层),2008年建板楼,2008年建板楼
1640,中山北路3904弄 1室1厅 4000元,中山北路3904弄,1室1厅,45平米,武宁租房,4000,高楼层(共7层),低楼层(共6层),低楼层(共6层)
1641,丰翔新城 3室2厅 3500元,丰翔新城,3室2厅,87平米,上大租房,3500,高楼层(共31层),2000年建板楼,2000年建板楼
1642,梧桐城邦(二期) 3室2厅 7800元,梧桐城邦(二期),3室2厅,124平米,大华租房,7800,低楼层(共14层),高楼层(共32层),高楼层(共32层)
1643,盛大金磐 3室2厅 33000元,盛大金磐,3室2厅,205平米,陆家嘴租房,33000,中楼层(共43层),2008年建板楼,2008年建板楼
1644,沁春园一村 2室1厅 4400元,沁春园一村,2室1厅,61平米,莘庄租房,4400,低楼层(共6层),低楼层(共31层),低楼层(共31层)
1645,新南家园 2室1厅 2500元,新南家园,2室1厅,90平米,西渡租房,2500,低楼层(共6层),2003年建塔楼,2003年建塔楼
1646,高邮路5弄 2室0厅 8000元,高邮路5弄,2室0厅,45平米,衡山路租房,8000,高楼层(共4层),低楼层(共24层),低楼层(共24层)
1647,艾格美国际公寓 2室2厅 28000元,艾格美国际公寓,2室2厅,139平米,南京西路租房,28000,高楼层(共33层),1997年建塔楼,1997年建塔楼
1648,东方城市花园(二期) 3室2厅 13000元,东方城市花园(二期),3室2厅,142平米,塘桥租房,13000,高楼层(共14层),高楼层(共26层),高楼层(共26层)
1649,沿海丽水馨庭(公寓) 2室2厅 3500元,沿海丽水馨庭(公寓),2室2厅,86平米,莘闵别墅租房,3500,高楼层(共17层),2001年建板楼,2001年建板楼
1680,春申景城湖滨晨韵 2室1厅 4300元,春申景城湖滨晨韵,2室1厅,66平米,春申租房,4300,高楼层(共17层),高楼层(共17层),高楼层(共17层)
1681,昱龙家园 2室1厅 3600元,昱龙家园,2室1厅,81平米,康桥租房,3600,低楼层(共14层),2005年建板楼,2005年建板楼
1682,广中路350号 2室1厅 4800元,广中路350号,2室1厅,56平米,凉城租房,4800,低楼层(共7层),低楼层(共14层),低楼层(共14层)
1683,古华新村 2室1厅 2000元,古华新村,2室1厅,72平米,南桥租房,2000,高楼层(共4层),2007年建板楼,2007年建板楼
1684,东方城市花园(二期) 2室2厅 8800元,东方城市花园(二期),2室2厅,121平米,塘桥租房,8800,高楼层(共24层),低楼层(共7层),低楼层(共7层)
1685,环镇北路500弄 1室1厅 3000元,环镇北路500弄,1室1厅,43平米,大场镇租房,3000,高楼层(共6层),1986年建板楼,1986年建板楼
1686,益丰新村 2室2厅 5500元,益丰新村,2室2厅,75平米,张江租房,5500,低楼层(共6层),高楼层(共4层),高楼层(共4层)
1687,虹桥花苑 4室3厅 23000元,虹桥花苑,4室3厅,232平米,金虹桥租房,23000,中楼层(共16层),板楼,板楼
1688,电影华苑 1室2厅 9200元,电影华苑,1室2厅,65平米,徐家汇租房,9200,低楼层(共33层),高楼层(共24层),高楼层(共24层)
1689,业主诚意出租，看房方便！客厅有窗！全明户型！,汇丽花园,1室1厅,61平米,长寿路租房,7300,中楼层(共31层),2005年建板楼,2005年建板楼
1690,芙蓉花苑精装两房，看房随时，诚意出租,芙蓉花苑,2室2厅,87平米,武宁租房,7800,高楼层(共7层),高楼层(共6层),高楼层(共6层)
1691,鹏润伊顿公馆 2室2厅 2400元,鹏润伊顿公馆,2室2厅,87平米,惠南租房,2400,低楼层(共16层),1995年建板楼,1995年建板楼
1692,明园公寓 2室2厅 6300元,明园公寓,2室2厅,87平米,东外滩租房,6300,低楼层(共24层),低楼层(共6层),低楼层(共6层)
1693,牡丹逸庭 2室1厅 2200元,牡丹逸庭,2室1厅,76平米,泗泾租房,2200,低楼层(共18层),2005年建板楼,2005年建板楼
1694,海螺花园 2室2厅 9700元,海螺花园,2室2厅,106平米,徐家汇租房,9700,中楼层(共26层),中楼层(共16层),中楼层(共16层)
1695,飘鹰花苑 2室1厅 7000元,飘鹰花苑,2室1厅,63平米,临平路租房,7000,高楼层(共7层),2002年建板楼,2002年建板楼
1696,绿波城 1室2厅 3900元,绿波城,1室2厅,58平米,唐镇租房,3900,中楼层(共6层),低楼层(共33层),低楼层(共33层)
1697,微山二村 2室0厅 4500元,微山二村,2室0厅,46平米,塘桥租房,4500,中楼层(共6层),2008年建塔楼,2008年建塔楼
1698,风度国际 3室2厅 17000元,风度国际,3室2厅,156平米,金汇租房,17000,中楼层(共11层),中楼层(共31层),中楼层(共31层)
1699,绿色丽园 1室1厅 4800元,绿色丽园,1室1厅,40平米,大宁租房,4800,中楼层(共6层),2006年建塔楼,2006年建塔楼
1700,红旗四街坊 2室2厅 2500元,红旗四街坊,2室2厅,57平米,老闵行租房,2500,中楼层(共6层),高楼层(共7层),高楼层(共7层)
1701,梅园三街坊 2室1厅 7500元,梅园三街坊,2室1厅,47平米,源深租房,7500,高楼层(共6层),1999年建板楼,1999年建板楼
1702,柏林春天 2室2厅 5500元,柏林春天,2室2厅,94平米,莘庄租房,5500,低楼层(共11层),低楼层(共16层),低楼层(共16层)
1703,柳营路1025弄 2室0厅 3900元,柳营路1025弄,2室0厅,34平米,大宁租房,3900,低楼层(共6层),2013年建板楼,2013年建板楼
1704,东方知音苑 2室2厅 8200元,东方知音苑,2室2厅,100平米,金杨租房,8200,高楼层(共11层),低楼层(共24层),低楼层(共24层)
